"","Datum","Wochentag","Monat","Weihnachtsmarkt","Ferien","Ware_1","Ware_2","Ware_3","Ware_4","Ware_5","Ware_6","Gesamtumsatz","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","Feiertag","vor_feiertag","nach_feiertag","Temperaturklassen"
"1569",2017-10-16,2,10,0,1,108.1296125,313.4140247,145.2891584,94.51761831,234.5012094,0,895.85162331,0,5,17.9375,7,10,0,0,0,"normal"
"667",2015-04-28,3,4,0,0,91.08668,279.6395749,124.2369521,58.34199574,213.1950525,0,766.50025524,0,3,10.25,13,0,0,0,0,"normal"
"1207",2016-10-19,4,10,0,1,110.2177329,413.5094585,139.3928097,122.3930923,236.4724557,0,1021.9855491,0,8,7.625,4,61,0,0,0,"kalt"
"923",2016-01-09,7,1,0,0,88.59671609,310.1902136,131.135214,85.38796939,276.7152501,0,892.02536318,0,4,2.875,6,21,0,0,0,"kalt"
"1681",2018-02-05,2,2,0,0,141.343449,218.6397477,112.1225445,85.36478585,235.745691,0,793.21621805,0,7,-0.2375,10,22,0,0,0,"kalt"
"1167",2016-09-09,6,9,0,0,148.877334,388.2119176,152.1381334,58.54813267,320.3071898,0,1068.08270747,0,2,21.375,10,0,0,0,0,"warm"
"1679",2018-02-03,7,2,0,0,105.6091856,272.959507,114.5067509,95.44142034,277.3951129,0,865.91197674,0,7,-1.1625,8,71,0,0,0,"kalt"
"305",2014-05-01,5,5,0,0,0,0,0,0,0,0,0,0,4,10.4875,14,0,1,0,0,"normal"
"629",2015-03-21,7,3,0,0,113.4492138,383.0857808,128.1180063,132.2089601,330.0210494,0,1086.8830104,0,7,4.5,21,61,0,0,0,"kalt"
"1170",2016-09-12,2,9,0,0,129.2961547,360.2180155,155.4716054,85.13237117,253.8372918,0,983.95543857,0,0,25.375,8,0,0,0,0,"warm"
"1713",2018-03-09,6,3,0,0,106.1903822,258.2881621,97.92294664,62.24960294,195.5023332,0,720.15342708,0,7,4.45,13,61,0,0,0,"kalt"
"506",2014-11-18,3,11,0,0,134.6884326,263.3797368,153.386557,62.84539572,217.2339826,0,831.53410472,0,7,8.875,13,61,0,0,0,"kalt"
"147",2013-11-24,1,11,0,0,76.41200612,563.7031997,256.6425905,63.70210749,369.4262754,36.34969049,1366.2358697,0,0,4.6,16,0,0,0,0,"kalt"
"1529",2017-09-06,4,9,0,0,86.99855907,312.6679973,123.2689145,112.065133,205.5096501,0,840.51025397,0,7,18.2,17,63,0,0,0,"normal"
"2050",2019-02-09,7,2,0,0,120.4772399,290.9340528,150.6072801,51.0473313,348.8905559,0,961.95646,0,7,7.4,18,61,0,0,0,"kalt"
"1988",2018-12-09,1,12,1,0,105.3319101,459.7490728,199.0755851,73.59618394,279.2510017,0,1117.00375364,0,7,6.95,18,61,0,0,0,"kalt"
"1132",2016-08-05,6,8,0,1,156.9561054,582.1390474,307.3666109,87.00397286,300.234944,0,1433.70068056,0,4,20.5,15,21,0,0,0,"warm"
"480",2014-10-23,5,10,0,1,144.217732,445.2841382,153.0612734,54.65304847,283.1777848,0,1080.39397687,0,6,13.125,7,0,0,0,0,"normal"
"1927",2018-10-09,3,10,0,1,133.323304,426.7415717,179.1792192,93.76482685,262.7223611,0,1095.73128285,0,3,15.125,9,0,0,0,0,"normal"
"935",2016-01-21,5,1,0,0,108.5959357,222.6270751,101.5067229,84.09118156,250.1534449,0,766.97436016,0,4,-4.875,5,20,0,0,0,"kalt"
"2028",2019-01-18,6,1,0,0,119.7019397,249.7229721,104.9678614,74.82586596,366.756916,0,915.97555516,0,1,1.2625,7,0,0,0,0,"kalt"
"1626",2017-12-12,3,12,1,0,104.1888884,195.0404683,80.27440967,108.1849583,171.7895156,0,659.47824027,0,7,1.55,12,68,0,0,0,"kalt"
"1148",2016-08-21,1,8,0,1,64.02963759,611.9692636,259.5852751,55.63952614,376.667003,0,1367.89070543,0,4,19.875,9,21,0,0,0,"normal"
"1453",2017-06-22,5,6,0,0,78.16886194,418.672448,143.4906719,84.19073042,231.444517,0,955.96722926,1,3,20.25,10,95,0,0,0,"warm"
"1504",2017-08-12,7,8,0,1,150.5726007,573.9424991,293.2121023,115.6785694,496.3402766,0,1629.7460481,0,7,15.5625,8,61,0,0,0,"normal"
"2002",2018-12-23,1,12,1,1,47.77683654,392.5061158,192.1108535,63.96828915,175.500396,0,871.86249099,0,7,6.45,9,61,0,0,0,"kalt"
"15",2013-07-15,2,7,0,1,161.2646773,596.9951,243.5264014,91.77969761,380.6836965,53.51925001,1527.76882282,0,6,18.7375,12,0,0,0,0,"normal"
"966",2016-02-21,1,2,0,0,57.71173269,498.8158747,121.873806,68.38007608,429.9518847,0,1176.73337417,0,7,6.875,12,61,0,0,0,"kalt"
"1104",2016-07-08,6,7,0,0,127.2479315,406.8442688,157.8768788,102.536382,267.526274,0,1062.0317351,0,6,19.125,8,63,0,0,0,"normal"
"1957",2018-11-08,5,11,0,0,142.0281934,250.2449372,121.5625519,83.58624881,218.8716634,0,816.29359471,0,6,11.625,7,20,0,0,0,"normal"
"1966",2018-11-17,7,11,0,0,113.6098316,329.7701999,160.5336947,113.6836038,284.0546403,0,1001.6519703,0,0,5.375,10,10,0,0,0,"kalt"
"990",2016-03-16,4,3,0,0,149.7297113,284.6740932,103.3208407,115.6826439,239.6081167,0,893.0154058,0,1,6.375,11,0,0,0,0,"kalt"
"1917",2018-09-29,7,9,0,0,184.4649721,498.5418824,206.465748,75.23201852,306.1123478,0,1270.81696882,0,6,13.1,10,61,0,0,0,"normal"
"615",2015-03-07,7,3,0,0,106.7046974,371.4714723,116.290165,85.04397891,262.8068311,0,942.31714471,0,7,10.125,13,0,0,0,0,"normal"
"306",2014-05-02,6,5,0,1,194.8773005,506.7736099,183.8458984,77.55432024,345.1884428,71.21749244,1379.45706428,0,6,10.225,13,0,0,0,1,"normal"
"1629",2017-12-15,6,12,1,0,107.0553126,207.0514042,78.22165019,97.56014314,206.3242362,0,696.21274633,0,7,3.0375,9,20,0,0,0,"kalt"
"2105",2019-04-05,6,4,0,1,195.3727764,363.8823947,99.13108224,62.58516631,232.9719813,0,953.94340095,0,2,12.0625,10,5,0,0,0,"normal"
"1206",2016-10-18,3,10,0,1,110.3613563,401.4188656,149.4508879,82.55545941,228.6003506,0,972.38691981,0,7,13.25,6,28,0,0,0,"normal"
"1699",2018-02-23,6,2,0,0,91.30846005,239.298561,100.964773,50.22918434,231.223709,0,713.02468739,0,1,0.4375,12,5,0,0,0,"kalt"
"1297",2017-01-17,3,1,0,0,82.18199502,237.865416,77.10839415,133.3797955,179.153676,0,709.68927667,0,7,0.5,4,10,0,0,0,"kalt"
"1837",2018-07-11,4,7,0,1,182.1467672,505.2443156,223.1840067,114.8464541,372.322714,0,1397.7442576,0,7,19.625,12,21,0,0,0,"normal"
"1952",2018-11-03,7,11,0,0,178.2529528,407.6297752,161.8613769,73.81684341,313.8149273,0,1135.37587561,0,0,8.7,5,10,0,0,0,"kalt"
"407",2014-08-11,2,8,0,1,186.8432875,653.8682773,333.6723933,121.7064471,330.3157994,0,1626.4062046,0,4,20.075,13,21,0,0,0,"warm"
"86",2013-09-24,3,9,0,0,139.6414458,314.0046618,107.5153113,119.8131275,261.6018338,74.00882958,1016.58520978,0,8,15.7375,10,0,0,0,0,"normal"
"2118",2019-04-18,5,4,0,1,311.1456634,552.2780384,210.025076,0,379.7406912,0,1453.189469,0,0,13.0125,14,5,0,1,0,"normal"
"1590",2017-11-06,2,11,0,0,111.224695,227.2981264,82.20282748,44.1758294,183.5126132,0,648.41409148,0,0,8.2125,7,0,0,0,0,"kalt"
"1620",2017-12-06,4,12,1,0,87.216877,208.9922618,88.44594437,56.43911036,189.8694824,0,630.96367593,0,7,8.9,17,0,0,0,0,"kalt"
"1065",2016-05-30,2,5,0,0,134.5788078,352.2005371,107.1950335,65.99967191,195.1459759,0,855.12002621,0,4,20.25,17,0,0,0,0,"warm"
"1515",2017-08-23,4,8,0,1,146.200694,429.1167143,217.3640016,110.5961303,291.9157682,0,1195.1933084,0,0,19.4375,9,5,0,0,0,"normal"
"861",2015-11-08,1,11,0,0,84.14494946,466.5401939,152.6075395,66.17144992,328.2543786,0,1097.71851138,0,1,13,12,0,0,0,0,"normal"
"1429",2017-05-29,2,5,0,0,138.9606808,353.2094762,143.8700055,69.86681128,218.3400984,0,924.24707218,0,5,18.75,7,0,0,0,0,"normal"
"1819",2018-06-23,7,6,0,0,228.6883082,706.4243798,339.7005112,58.12329445,662.3693207,0,1995.30581435,1,7,14.3,18,61,0,0,0,"normal"
"1324",2017-02-13,2,2,0,0,119.1087203,253.4517935,78.61514043,65.22942351,248.6986831,0,765.10376084,0,0,-0.25,10,10,0,0,0,"kalt"
"696",2015-05-27,4,5,0,0,102.2212428,358.8951553,119.5851214,107.2113445,210.0160617,0,897.9289257,0,7,12.625,13,61,0,0,0,"normal"
"1260",2016-12-11,1,12,1,0,58.52890542,486.6850955,176.3903873,78.74021863,263.596299,0,1063.94090585,0,0,0,0,0,0,0,0,"kalt"
"1656",2018-01-11,5,1,0,0,126.2199743,222.6566608,75.96285441,90.30805302,170.3541158,0,685.50165833,0,7,3.8375,10,61,0,0,0,"kalt"
"1432",2017-06-01,5,6,0,0,122.6126028,326.444731,131.1859286,81.26954268,257.5306813,0,919.04348638,0,0,17.375,12,5,0,0,0,"normal"
"1513",2017-08-21,2,8,0,1,156.4983496,515.5783241,206.0434532,96.13913724,317.3065495,0,1291.56581364,0,7,17.2,15,61,0,0,0,"normal"
"385",2014-07-20,1,7,0,1,111.9902983,780.8842348,339.90205,57.22802566,365.5304352,0,1655.53504396,0,3,24.3125,15,0,0,0,0,"warm"
"425",2014-08-29,6,8,0,0,119.0015078,523.6972813,256.7801283,64.13471901,287.276594,0,1250.89023041,0,5,19.125,12,63,0,0,0,"normal"
"1159",2016-09-01,5,9,0,1,134.0593805,414.9570007,184.329861,75.99637636,280.6569107,0,1089.99952926,0,5,20.25,13,21,0,0,0,"warm"
"345",2014-06-10,3,6,0,0,183.9187548,481.2506141,171.1613658,79.38803249,255.648794,105.9465754,1277.31413659,0,1,25.7875,9,0,0,0,1,"warm"
"1622",2017-12-08,6,12,1,0,90.72322206,226.268514,88.68274909,102.4955175,195.0067561,0,703.17675875,0,6,1.675,10,73,0,0,0,"kalt"
"1603",2017-11-19,1,11,0,0,121.3733406,445.8053744,128.5916134,147.7616025,290.5278372,0,1134.0597681,0,3,6.25,15,21,0,0,0,"kalt"
"293",2014-04-19,7,4,0,1,290.4289567,701.5067928,273.4919378,104.0941633,424.763063,87.47122831,1881.75614191,0,1,11.125,13,5,0,1,1,"normal"
"2049",2019-02-08,6,2,0,0,109.9536221,265.134846,93.81888584,71.08109851,283.6268691,0,823.61532155,0,7,6.5,11,61,0,0,0,"kalt"
"1794",2018-05-29,3,5,0,0,106.4716848,362.1978799,158.65132,91.59627424,245.4683182,0,964.38547714,0,0,23.4625,14,5,0,0,0,"warm"
"1792",2018-05-27,1,5,0,0,99.67054215,551.7858897,311.2047245,94.23142547,296.4556721,0,1353.34825392,0,7,16.425,12,20,0,0,0,"normal"
"1553",2017-09-30,7,9,0,0,161.7712613,462.2193875,199.1683079,70.63351744,252.7716742,0,1146.56414834,0,7,15.1125,6,61,0,0,0,"normal"
"2061",2019-02-20,4,2,0,0,130.8054423,238.4180465,101.5561191,74.73313404,244.7726527,0,790.28539464,0,7,7.34,11,61,0,0,0,"kalt"
"1116",2016-07-20,4,7,0,0,104.1326608,504.9110908,225.9472548,87.23752414,252.1853771,0,1174.41390764,0,0,26,9,0,0,0,0,"warm"
"124",2013-11-01,6,11,0,0,100.1821605,336.0181779,131.5954623,176.5221241,273.3702783,26.15830615,1043.84650925,0,8,10.625,9,63,0,0,1,"normal"
"1567",2017-10-14,7,10,0,0,108.7129277,434.4673416,182.6984099,66.79820799,281.0104117,0,1073.68729889,0,8,15.7625,12,61,0,0,0,"normal"
"1102",2016-07-06,4,7,0,0,108.9400009,423.1190964,164.3490996,98.00093466,319.4446688,0,1113.85380036,0,5,16.5,22,21,0,0,0,"normal"
"808",2015-09-16,4,9,0,0,133.689772,319.8766069,139.3134976,72.56922148,289.2625096,0,954.71160758,0,7,15.25,6,61,0,0,0,"normal"
"1448",2017-06-17,7,6,0,0,152.5871856,578.7801257,289.3764176,62.394597,352.5061797,0,1435.6445056,1,0,20.125,15,0,0,0,0,"warm"
"1846",2018-07-20,6,7,0,1,152.2554258,606.7952585,305.4162448,106.5885466,214.6799329,0,1385.7354086,0,0,22.775,9,0,0,0,0,"warm"
"307",2014-05-03,7,5,0,0,0,0,0,0,0,0,0,0,3,11.8625,13,0,0,0,0,"normal"
"1149",2016-08-22,2,8,0,1,132.2187078,503.3221643,138.3366984,63.96490272,227.8517834,0,1065.69425662,0,7,18.375,10,65,0,0,0,"normal"
"1269",2016-12-20,3,12,1,0,82.2737745,230.5446602,62.35523658,116.3149014,195.2080517,0,686.69662438,0,8,1.5,7,10,0,0,0,"kalt"
"772",2015-08-11,3,8,0,1,111.7194936,544.020362,281.8066323,111.5929764,270.3594192,0,1319.4988835,0,4,22.125,7,0,0,0,0,"warm"
"230",2014-02-15,7,2,0,0,169.5175288,474.0356384,130.3636324,95.17327544,316.1219661,75.92593896,1261.1379801,0,5,11.5,15,0,0,0,0,"normal"
"1587",2017-11-03,6,11,0,0,117.3260703,317.6610088,139.0560242,90.18105648,222.5472336,0,886.77139338,0,0,9.4375,7,0,0,0,0,"kalt"
"1841",2018-07-15,1,7,0,1,119.1328038,663.3204882,383.5397647,78.35894863,202.6819147,0,1447.03392003,0,2,23.2,9,5,0,0,0,"warm"
"1536",2017-09-13,4,9,0,0,103.4196068,337.40937,114.8187152,86.97278801,257.6569084,0,900.27738841,0,7,13.3375,20,63,0,0,0,"normal"
"632",2015-03-24,3,3,0,0,114.5398017,297.0375881,86.51874653,65.07664526,285.3014468,0,848.47422839,0,6,7.875,6,0,0,0,0,"kalt"
"1302",2017-01-22,1,1,0,0,57.98956531,378.6052089,147.2034789,61.65721175,274.5150102,0,919.97047506,0,8,1.375,5,10,0,0,0,"kalt"
"1002",2016-03-28,2,3,0,1,78.94370653,593.6019197,222.6780612,81.27986616,295.4126437,0,1271.91619729,0,6,11.625,18,61,1,0,1,"normal"
"1405",2017-05-05,6,5,0,0,86.04025047,285.8068508,78.62835086,91.65046799,257.7270047,0,799.85292482,0,7,8.25,15,61,0,0,0,"kalt"
"1712",2018-03-08,5,3,0,0,130.9376689,225.1602595,83.20899362,75.42337077,189.0121728,0,703.74246559,0,5,4.4625,8,61,0,0,0,"kalt"
"868",2015-11-15,1,11,0,0,51.15083907,483.1606896,119.6942957,48.83281728,277.579455,0,980.41809665,0,7,8.5,4,61,0,0,0,"kalt"
"1647",2018-01-02,3,1,0,1,154.7863749,362.1066226,150.5024356,83.46739466,278.6905454,0,1029.55337316,0,6,5.7,8,61,0,0,1,"kalt"
"411",2014-08-15,6,8,0,1,232.6686886,693.2849049,335.8200735,86.85492399,387.5260857,0,1736.15467669,0,6,18.3625,8,61,0,0,0,"normal"
"2035",2019-01-25,6,1,0,0,108.3565947,247.2329198,95.28149238,77.95170194,326.6539291,0,855.47663792,0,8,-3.3875,6,71,0,0,0,"kalt"
"256",2014-03-13,5,3,0,0,141.4003697,322.8654346,112.9057364,78.24721542,231.6831869,48.60216598,935.704109,0,0,13.375,10,0,0,0,0,"normal"
"1994",2018-12-15,7,12,1,0,107.839611,316.2629777,127.0153198,141.7473581,181.8362622,0,874.7015288,0,7,0.5375,7,0,0,0,0,"kalt"
"1897",2018-09-09,1,9,0,0,58.03270974,478.4811597,259.8899747,74.38593821,328.553688,0,1199.34347035,0,0,0,0,0,0,0,0,"kalt"
"276",2014-04-02,4,4,0,0,145.7937685,357.4018891,122.2743993,189.5486176,251.7222881,123.2244646,1189.9654272,0,2,12.45,8,10,0,0,0,"normal"
"593",2015-02-13,6,2,0,0,91.35472889,250.6083353,106.1630727,56.088915,315.1984183,0,819.41347019,0,8,1.25,6,10,0,0,0,"kalt"
"1420",2017-05-20,7,5,0,0,174.2743027,399.2079311,182.2615173,95.15823872,330.1169107,0,1181.01890052,0,4,16,12,0,0,0,0,"normal"
"201",2014-01-17,6,1,0,0,94.79383865,257.7719041,104.9538775,237.8935969,228.6858727,62.58351956,986.68260941,0,7,6.7375,4,61,0,0,0,"kalt"
"747",2015-07-17,6,7,0,0,59.67564804,533.3819965,230.8785481,50.57656432,235.3510816,0,1109.86383856,0,4,23.25,12,21,0,0,0,"warm"
"326",2014-05-22,5,5,0,0,116.3680353,402.5431784,105.9858852,83.65813892,222.8071756,47.53682656,978.89923998,0,0,26.375,8,0,0,0,0,"warm"
"144",2013-11-21,5,11,0,0,144.3599275,265.6597324,101.9039252,140.6866153,188.0072637,28.02199058,868.63945468,0,2,3.275,8,10,0,0,0,"kalt"
"61",2013-08-30,6,8,0,0,133.1508285,492.1412652,184.2523348,65.01281972,343.3456866,61.36878209,1279.27171691,0,6,19.7875,8,5,0,0,0,"normal"
"964",2016-02-19,6,2,0,0,121.1062737,322.078092,92.69089448,63.59175254,294.6327729,0,894.09978562,0,7,3.25,6,61,0,0,0,"kalt"
"1661",2018-01-16,3,1,0,0,116.4078315,225.7640434,56.30931005,94.00244459,177.1970094,0,669.68063894,0,7,3.3625,9,61,0,0,0,"kalt"
"1875",2018-08-18,7,8,0,1,286.4285836,755.6733108,401.0746869,69.53927857,394.4319384,0,1907.14779827,0,4,21.75,10,0,0,0,0,"warm"
"1377",2017-04-07,6,4,0,1,153.1387811,334.9088369,128.8410937,63.49153073,208.3197338,0,888.69997623,0,6,11.125,18,20,0,0,0,"normal"
"1871",2018-08-14,3,8,0,1,190.8524687,510.4277826,281.0698078,95.44801619,293.7837395,0,1371.58181479,0,5,21.8,16,61,0,0,0,"warm"
"845",2015-10-23,6,10,0,1,170.6016967,430.8837862,164.8151423,93.60390339,314.6300049,0,1174.53453349,0,1,13.375,15,0,0,0,0,"normal"
"724",2015-06-24,4,6,0,0,128.0591921,479.9433273,179.618053,62.91669138,300.9903627,0,1151.52762648,1,8,12.625,14,61,0,0,0,"normal"
"584",2015-02-04,4,2,0,0,111.6694135,255.9378605,92.2056862,130.5496027,294.3156334,0,884.6781963,0,6,-1.875,9,0,0,0,0,"kalt"
"741",2015-07-11,7,7,0,0,130.1131455,579.7758738,259.5895855,76.47564172,278.282264,0,1324.23651052,0,6,17.75,9,21,0,0,0,"normal"
"773",2015-08-12,4,8,0,1,105.9100851,545.0195667,253.3198854,68.13137047,376.9753318,0,1349.35623947,0,5,19.125,9,21,0,0,0,"normal"
"1695",2018-02-19,2,2,0,0,121.9422307,229.7253662,93.96495153,102.4513677,304.597844,0,852.68176013,0,5,4.9125,4,5,0,0,0,"kalt"
"1280",2016-12-31,7,12,0,1,288.8431057,569.6145871,158.2393028,68.02794234,1705.144205,0,2789.86914294,0,7,4.875,13,28,0,1,0,"kalt"
"544",2014-12-26,6,12,0,0,0,0,0,0,0,0,0,0,6,0,6,22,1,0,1,"kalt"
"266",2014-03-23,1,3,0,0,71.12844782,492.856825,161.390262,89.25449999,247.3572679,99.53848986,1161.52579257,0,4,8.3625,10,0,0,0,0,"kalt"
"1238",2016-11-19,7,11,0,0,98.48351521,241.3692899,116.8298454,230.1367266,203.2530885,0,890.07246561,0,6,6.625,11,21,0,0,0,"kalt"
"414",2014-08-18,2,8,0,1,204.943579,764.8109214,452.0062658,61.64966104,556.6799268,0,2040.09035404,0,6,15.2,15,61,0,0,0,"normal"
"75",2013-09-13,6,9,0,0,122.5646262,413.0418644,142.4509223,48.27822477,306.3134003,51.4135956,1084.06263357,0,6,17.4375,5,21,0,0,0,"normal"
"971",2016-02-26,6,2,0,0,73.62230804,254.7727132,89.29700547,62.19496443,187.6110482,0,667.49803934,0,6,3.625,8,0,0,0,0,"kalt"
"2147",2019-05-17,6,5,0,0,169.9279418,363.8289434,165.0240906,0,288.2726572,0,987.053633,0,7,11.95,11,10,0,0,0,"normal"
"413",2014-08-17,1,8,0,0,0,0,0,0,0,0,0,0,7,15.65,13,61,0,0,0,"normal"
"1522",2017-08-30,4,8,0,1,117.7058147,327.159789,146.9474973,141.5706749,253.8399809,0,987.2237568,0,6,20,11,61,0,0,0,"kalt"
"1895",2018-09-07,6,9,0,0,134.4701425,376.8027195,139.8121815,111.1757749,326.8485044,0,1089.1093228,0,7,17.475,12,61,0,0,0,"normal"
"333",2014-05-29,5,5,0,1,85.87984842,670.0641741,254.2950741,58.75893601,429.2564489,75.08262102,1573.33710255,0,4,12.7,14,0,1,0,0,"normal"
"1464",2017-07-03,2,7,0,0,144.5899694,373.2678765,187.7177649,84.50482684,265.352384,0,1055.43282164,0,7,18.625,14,95,0,0,0,"normal"
"1935",2018-10-17,4,10,0,1,110.5606627,364.2312099,168.9523419,77.10679468,239.9750248,0,960.82603398,0,2,20.8375,5,5,0,0,0,"warm"
"1657",2018-01-12,6,1,0,0,116.2619666,213.6535416,75.53258716,98.14644386,211.6080327,0,715.20257192,0,7,2.275,10,10,0,0,0,"kalt"
"757",2015-07-27,2,7,0,1,133.3757811,596.4208416,254.8155452,97.38517638,294.6341,0,1376.63144428,0,7,15.875,8,61,0,0,0,"normal"
"927",2016-01-13,4,1,0,0,69.67138146,212.7152059,76.66725036,74.88495949,216.7722446,0,650.71104181,0,8,1.875,14,61,0,0,0,"kalt"
"533",2014-12-15,2,12,1,0,96.31369363,243.2346255,84.70096022,62.79365863,221.0613938,0,708.10433178,0,7,4.75,11,61,0,0,0,"kalt"
"375",2014-07-10,5,7,0,0,132.7247063,531.353706,223.6191191,55.49220042,277.4005412,0,1220.59027302,0,0,24.757142,18,0,0,0,0,"warm"
"1351",2017-03-12,1,3,0,0,95.73562557,491.9079849,124.7899655,92.53239488,314.7634024,0,1119.72937325,0,6,6.375,9,0,0,0,0,"kalt"
"858",2015-11-05,5,11,0,0,95.55652893,274.7498394,104.6591799,68.91477526,257.0365984,0,800.91692189,0,6,13.375,5,61,0,0,0,"normal"
"1119",2016-07-23,7,7,0,0,146.4649458,649.6736257,300.4026066,76.05039161,305.5454065,0,1478.13697621,0,3,25.375,9,0,0,0,0,"warm"
"1041",2016-05-06,6,5,0,1,128.6364148,549.5719746,223.6951674,107.1915177,263.8962056,0,1272.9912801,0,0,19,14,0,0,0,1,"normal"
"1749",2018-04-14,7,4,0,0,166.9083033,394.4555657,161.0900964,50.75350699,263.2257637,0,1036.43323609,0,8,7.675,10,61,0,0,0,"kalt"
"1763",2018-04-28,7,4,0,0,145.3771135,380.2542237,137.3273501,62.65814645,245.1788464,0,970.79568015,0,7,14.65,8,61,0,0,0,"normal"
"1423",2017-05-23,3,5,0,0,96.78058468,298.6104668,110.2254778,94.30010479,244.051422,0,843.96805607,0,4,22.125,15,95,0,0,0,"warm"
"1465",2017-07-04,3,7,0,0,0,0,0,0,0,0,0,0,6,17.25,15,0,0,0,0,"normal"
"119",2013-10-27,1,10,0,0,102.3551958,541.8679245,190.7127371,74.29464617,292.4524596,40.46524884,1242.14821201,0,6,14.9875,16,65,0,0,0,"normal"
"73",2013-09-11,4,9,0,0,103.3636866,350.8138079,156.9938342,56.2795005,266.2837425,38.5545767,972.2891484,0,6,13.9,8,61,0,0,0,"normal"
"688",2015-05-19,3,5,0,0,142.7864829,351.1464153,105.47184,41.08111078,282.5894189,0,923.07526788,0,6,10.125,11,63,0,0,0,"normal"
"1979",2018-11-30,6,11,1,0,140.7270387,274.6214426,134.9998422,78.2449105,258.1498939,0,886.7431279,0,5,7.8375,8,0,0,0,0,"kalt"
"1896",2018-09-08,7,9,0,0,128.6661299,548.8184743,236.0687026,100.1717104,333.7212169,0,1347.4462341,0,0,0,0,0,0,0,0,"kalt"
"965",2016-02-20,7,2,0,0,85.24731376,443.7751094,91.4266604,75.01272007,337.4134644,0,1032.87526803,0,7,6,12,61,0,0,0,"kalt"
"1098",2016-07-02,7,7,0,0,151.5305887,458.0466562,235.678452,117.8675954,321.4412006,0,1284.5644929,0,7,15.625,12,61,0,0,0,"normal"
"398",2014-08-02,7,8,0,1,189.4440733,792.6530072,371.3178896,62.59123897,366.8614954,0,1782.86770447,0,2,26.0875,12,0,0,0,0,"warm"
"642",2015-04-03,6,4,0,0,0,0,0,0,0,0,0,0,5,7.375,14,0,1,0,0,"kalt"
"906",2015-12-23,4,12,0,1,205.8812871,328.2198845,103.0568456,224.4337116,219.4046935,0,1080.9964223,0,6,10.375,20,61,0,0,0,"normal"
"1675",2018-01-30,3,1,0,0,117.0526466,238.5438438,99.03500247,84.0343117,209.7025445,0,748.36834907,0,4,5.7375,15,10,0,0,0,"kalt"
"1181",2016-09-23,6,9,0,0,123.2035672,334.8353401,114.7848337,78.03164121,305.7136892,0,956.56907141,0,4,18.625,12,21,0,0,0,"normal"
"1997",2018-12-18,3,12,1,0,90.23424213,241.0386382,108.7482787,88.86131573,161.9302749,0,690.81274966,0,7,5.3125,6,21,0,0,0,"kalt"
"1025",2016-04-20,4,4,0,0,97.00751601,237.6797974,69.02842296,68.28769391,218.7001202,0,690.70355048,0,2,10.5,17,0,0,0,0,"normal"
"1947",2018-10-29,2,10,0,0,98.87012434,237.1031224,115.3480514,58.48406443,252.9887871,0,762.79414967,0,7,7.3625,17,21,0,0,0,"kalt"
"624",2015-03-16,2,3,0,0,136.6986661,269.0229019,104.0617808,112.8311586,252.2128924,0,874.8273998,0,2,8.625,13,10,0,0,0,"kalt"
"3",2013-07-03,4,7,0,1,111.8855935,427.3432587,210.2602415,69.26272806,305.5230723,18.57445779,1142.84935185,0,7,21.075,6,61,0,0,0,"warm"
"207",2014-01-23,5,1,0,0,105.7402761,263.9782515,81.10283496,152.7946576,265.9892459,127.8252112,997.43047726,0,8,-3.1875,11,22,0,0,0,"kalt"
"1223",2016-11-04,6,11,0,0,97.30094474,243.5456078,122.5552352,49.53162967,248.1861831,0,761.11960051,0,7,7.875,8,61,0,0,0,"kalt"
"1418",2017-05-18,5,5,0,0,103.5017304,292.8934952,106.6890643,66.12975554,220.5135881,0,789.72763354,0,4,23.125,12,0,0,0,0,"warm"
"1367",2017-03-28,3,3,0,0,107.6133011,301.9884072,141.6845364,63.21627426,249.3055273,0,863.80804626,0,0,13.875,7,0,0,0,0,"normal"
"1615",2017-12-01,6,12,1,0,81.76347855,243.4541123,108.7908434,71.19083449,205.1468483,0,710.34611704,0,6,4.3625,8,68,0,0,0,"kalt"
"378",2014-07-13,1,7,0,0,80.45311408,755.5851901,273.9407571,79.88956858,354.5178871,0,1544.38651696,0,7,18.6,10,61,0,0,0,"normal"
"1651",2018-01-06,7,1,0,1,73.84952359,306.6120675,102.4603753,98.3905462,264.1458105,0,845.45832309,0,7,3.1875,8,61,0,0,0,"kalt"
"1653",2018-01-08,2,1,0,0,118.3397223,218.4162909,66.69297029,84.82144228,270.7484635,0,759.01888927,0,1,0.9875,7,5,0,0,0,"kalt"
"578",2015-01-29,5,1,0,0,129.9325306,276.5489413,130.8686697,41.72560994,298.8732278,0,877.94897934,0,7,1.5,12,75,0,0,0,"kalt"
"121",2013-10-29,3,10,0,0,112.2858939,343.3825546,140.4857388,67.2858928,194.0503589,148.2023921,1005.6928311,0,7,10.775,17,63,0,0,0,"normal"
"539",2014-12-21,1,12,1,0,74.17763537,508.5550216,154.631949,214.8692922,253.0455168,0,1205.27941497,0,6,6.625,14,21,0,0,0,"kalt"
"436",2014-09-09,3,9,0,0,128.0173746,417.3096473,194.8125566,98.6406413,293.5902968,0,1132.3705166,0,6,17.125,16,63,0,0,0,"normal"
"2017",2019-01-07,2,1,0,0,182.1105349,228.4723944,87.49628688,120.0650651,249.6486264,0,867.79290768,0,8,5.9375,8,55,0,0,0,"kalt"
